season,position_group,metric,value,shot_type
2016,Forward,attempts,5.282873884320754,fg
2016,Forward-Center,attempts,7.031576448243115,fg
2016,Forward-Guard,attempts,5.6538031068983035,fg
2016,Guard,attempts,6.763353494003649,fg
2016,Guard-Forward,attempts,8.885245901639344,fg
2017,Center,attempts,6.2631578947368425,fg
2017,Forward,attempts,7.137862883231825,fg
2017,Forward-Center,attempts,5.2399236024967015,fg
2017,Guard,attempts,6.857532179233991,fg
2017,Guard-Forward,attempts,4.407029278882826,fg
2018,Center,attempts,5.513888888888889,fg
2018,Center-Forward,attempts,4.927536231884058,fg
2018,Forward,attempts,5.111516670079905,fg
2018,Forward-Center,attempts,10.02066772655008,fg
2018,Forward-Guard,attempts,7.556587837837838,fg
2018,Guard,attempts,8.785861993454292,fg
2018,Guard-Forward,attempts,7.234367013991957,fg
2019,Center,attempts,8.711866946359006,fg
2019,Center-Forward,attempts,6.420454545454545,fg
2019,Forward,attempts,6.82115273026427,fg
2019,Forward-Center,attempts,7.065958299919807,fg
2019,Forward-Guard,attempts,8.897973445143256,fg
2019,Guard,attempts,7.4288044322082305,fg
2019,Guard-Forward,attempts,5.800607558778291,fg
2020,Center-Forward,attempts,3.412326388888889,fg
2020,Forward,attempts,7.71651768100912,fg
2020,Forward-Center,attempts,3.116279069767442,fg
2020,Forward-Guard,attempts,9.130242542419266,fg
2020,Guard,attempts,10.65941115387862,fg
2020,Guard-Forward,attempts,5.420131933456874,fg
2021,Forward,attempts,6.424912738077209,fg
2021,Forward-Center,attempts,3.8236321195144725,fg
2021,Forward-Guard,attempts,8.343283582089553,fg
2021,Guard,attempts,7.933122946996364,fg
2021,Guard-Forward,attempts,6.870496894409938,fg
2022,Center,attempts,6.323493836161187,fg
2022,Forward,attempts,6.984278889337839,fg
2022,Forward-Center,attempts,2.8048780487804876,fg
2022,Forward-Guard,attempts,12.594594594594595,fg
2022,Guard,attempts,8.803110441419074,fg
2023,Center,attempts,5.790700801460954,fg
2023,Forward,attempts,7.834970661384237,fg
2023,Guard,attempts,6.348066888025309,fg
2023,Guard-Forward,attempts,10.455213675213676,fg
2024,Center,attempts,5.381818181818182,fg
2024,Forward,attempts,6.184045035750671,fg
2024,Forward-Center,attempts,10.373851806491121,fg
2024,Guard,attempts,7.368110051891342,fg
2024,Guard-Forward,attempts,6.313600378116507,fg
2025,Center,attempts,7.373124234049548,fg
2025,Forward,attempts,6.6150457668765625,fg
2025,Guard,attempts,7.227368042306185,fg
2025,Guard-Forward,attempts,3.1702127659574466,fg
2026,C,attempts,2.4093707827260458,fg
2026,F,attempts,3.4723449548200005,fg
2026,F-C,attempts,4.567471456418825,fg
2026,F-G,attempts,9.204761904761904,fg
2026,G,attempts,4.713004154441743,fg
2026,G-F,attempts,6.173642547695962,fg
2026,Unknown,attempts,2.8633978886610465,fg
2001,Forward,makes,3.2131267711763067,fg
2001,Forward-Center,makes,1.9125,fg
2001,Forward-Guard,makes,1.8717948717948718,fg
2001,Guard,makes,2.6537891207153503,fg
2001,Guard-Forward,makes,4.487804878048781,fg
2001,Unknown,makes,3.861111111111111,fg
2002,Center,makes,1.543506976679977,fg
2002,Center-Forward,makes,6.719512195121951,fg
2002,Forward,makes,2.9728921553371004,fg
2002,Forward-Center,makes,2.1707317073170733,fg
2002,Forward-Guard,makes,3.423076923076923,fg
2002,Guard,makes,3.7301993145743144,fg
2002,Guard-Forward,makes,3.25974025974026,fg
2002,Unknown,makes,1.6323529411764706,fg
2003,Center,makes,3.159407665505227,fg
2003,Center-Forward,makes,2.8908653846153847,fg
2003,Forward,makes,3.3636447976439903,fg
2003,Forward-Center,makes,4.780487804878049,fg
2003,Forward-Guard,makes,1.1132075471698113,fg
2003,Guard,makes,3.215946248600224,fg
2004,Center,makes,2.4390243902439024,fg
2004,Center-Forward,makes,1.8781954887218046,fg
2004,Forward,makes,4.3730844881416155,fg
2004,Forward-Center,makes,1.653061224489796,fg
2004,Forward-Guard,makes,3.417910447761194,fg
2004,Guard,makes,3.2892325210449163,fg
2004,Guard-Forward,makes,2.196462632217791,fg
2004,Unknown,makes,1.0816326530612246,fg
2005,Center,makes,2.827343409379881,fg
2005,Center-Forward,makes,4.2926829268292686,fg
2005,Forward,makes,2.801508650808871,fg
2005,Forward-Center,makes,1.7826086956521738,fg
2005,Forward-Guard,makes,3.775,fg
2005,Guard,makes,2.872078418453895,fg
2005,Guard-Forward,makes,2.835049097244219,fg
2006,Center,makes,3.9390243902439024,fg
2006,Center-Forward,makes,3.0434782608695654,fg
2006,Forward,makes,3.2384702745005263,fg
2006,Forward-Center,makes,4.6923076923076925,fg
2006,Forward-Guard,makes,1.7884615384615385,fg
2006,Guard,makes,3.3771544890950715,fg
2006,Guard-Forward,makes,1.9402985074626866,fg
2007,Center-Forward,makes,3.3274906163795053,fg
2007,Forward,makes,2.251627415755458,fg
2007,Forward-Center,makes,1.2142857142857142,fg
2007,Forward-Guard,makes,4.115384615384615,fg
2007,Guard,makes,2.752499460944559,fg
2008,Center,makes,1.6885245901639345,fg
2008,Center-Forward,makes,4.111111111111111,fg
2008,Forward,makes,3.8241786688127255,fg
2008,Forward-Center,makes,2.090015393908689,fg
2008,Guard,makes,2.3729000411165426,fg
2008,Guard-Forward,makes,2.3037974683544302,fg
2009,Center,makes,2.8004883162039165,fg
2009,Center-Forward,makes,2.546666666666667,fg
2009,Forward,makes,3.3214849788715854,fg
2009,Forward-Center,makes,3.810857133418967,fg
2009,Guard,makes,4.968686231607253,fg
2009,Guard-Forward,makes,2.638987341772152,fg
2009,Unknown,makes,3.1587301587301586,fg
2010,Center,makes,1.1323529411764706,fg
2010,Center-Forward,makes,3.3536585365853657,fg
2010,Forward,makes,2.436113016106928,fg
2010,Forward-Center,makes,2.106382978723404,fg
2010,Forward-Guard,makes,2.8,fg
2010,Guard,makes,3.652697059021651,fg
2010,Guard-Forward,makes,4.036632317454235,fg
2011,Center,makes,5.333333333333333,fg
2011,Center-Forward,makes,2.490053050397878,fg
2011,Forward,makes,1.9940602607269273,fg
2011,Forward-Center,makes,2.286254789272031,fg
2011,Forward-Guard,makes,2.5704530313124585,fg
2011,Guard,makes,4.1556629092860975,fg
2011,Guard-Forward,makes,3.2654784240150097,fg
2012,Center,makes,1.91017316017316,fg
2012,Center-Forward,makes,3.2333333333333334,fg
2012,Forward,makes,2.6405172100073417,fg
2012,Guard,makes,3.641709895318639,fg
2013,Center-Forward,makes,1.7719298245614035,fg
2013,Forward,makes,2.3566936329497907,fg
2013,Forward-Center,makes,3.60778299297321,fg
2013,Forward-Guard,makes,3.4210526315789473,fg
2013,Guard,makes,3.108186845804868,fg
2014,Forward,makes,2.148743911455776,fg
2014,Forward-Center,makes,2.72020905923345,fg
2014,Guard,makes,3.4495157542924075,fg
2014,Guard-Forward,makes,2.227314814814815,fg
2015,Center,makes,2.7580645161290325,fg
2015,Forward,makes,3.409354479362101,fg
2015,Forward-Guard,makes,0.9393939393939394,fg
2015,Guard,makes,2.6486669171431423,fg
2015,Guard-Forward,makes,2.774193548387097,fg
2016,Center,makes,2.893939393939394,fg
2016,Center-Forward,makes,6.504172419082682,fg
2016,Forward,makes,2.4056985294117648,fg
2016,Forward-Center,makes,3.107352010129788,fg
2016,Forward-Guard,makes,2.2910600280593343,fg
2016,Guard,makes,2.597351735432231,fg
2016,Guard-Forward,makes,3.540983606557377,fg
2017,Center,makes,3.3157894736842106,fg
2017,Forward,makes,2.9856951734074304,fg
2017,Forward-Center,makes,2.4573217555673694,fg
2017,Guard,makes,2.875388554594966,fg
2017,Guard-Forward,makes,1.9332766140546462,fg
2018,Center,makes,3.25,fg
2018,Center-Forward,makes,2.5217391304347827,fg
2018,Forward,makes,2.402920721445537,fg
2018,Forward-Center,makes,4.871621621621621,fg
2018,Forward-Guard,makes,3.5826013513513515,fg
2018,Guard,makes,3.5337918718453394,fg
2018,Guard-Forward,makes,3.018824649979735,fg
2019,Center,makes,4.829187893317351,fg
2019,Center-Forward,makes,3.5757575757575757,fg
2019,Forward,makes,3.1200386364179806,fg
2019,Forward-Center,makes,3.394546912590217,fg
2019,Forward-Guard,makes,3.7868464519407916,fg
2019,Guard,makes,3.11593863155903,fg
2019,Guard-Forward,makes,2.350578365822268,fg
2020,Center-Forward,makes,2.007523148148148,fg
2020,Forward,makes,3.6931276373091646,fg
2020,Forward-Center,makes,2.186046511627907,fg
2020,Forward-Guard,makes,3.6713276546250686,fg
2020,Guard,makes,4.356904392730388,fg
2020,Guard-Forward,makes,2.244423209974744,fg
2021,Forward,makes,2.7402580356692123,fg
2021,Forward-Center,makes,2.144668534080299,fg
2021,Forward-Guard,makes,3.5074626865671643,fg
2021,Guard,makes,3.35628526121249,fg
2021,Guard-Forward,makes,2.8406832298136644,fg
2022,Center,makes,3.3032487186284905,fg
2022,Forward,makes,3.226382014386008,fg
2022,Forward-Center,makes,1.3902439024390243,fg
2022,Forward-Guard,makes,6.202702702702703,fg
2022,Guard,makes,3.647860838167602,fg
2023,Center,makes,3.8662345094139607,fg
2023,Forward,makes,3.39872436858665,fg
2023,Guard,makes,2.5902650286562707,fg
2023,Guard-Forward,makes,4.867179487179487,fg
2024,Center,makes,4.0181818181818185,fg
2024,Forward,makes,2.8357716342351873,fg
2024,Forward-Center,makes,4.967238211879975,fg
2024,Guard,makes,3.176098989562256,fg
2024,Guard-Forward,makes,2.973997925610829,fg
2025,Center,makes,3.656501165076044,fg
2025,Forward,makes,2.936258198767337,fg
2025,Guard,makes,3.045189536020617,fg
2025,Guard-Forward,makes,1.3617021276595744,fg
2026,C,makes,1.4121120107962213,fg
2026,F,makes,1.6775457561528342,fg
2026,F-C,makes,1.8435644667223614,fg
2026,F-G,makes,4.380392156862745,fg
2026,G,makes,1.933270148745254,fg
2026,G-F,makes,2.7654475114865016,fg
2026,Unknown,makes,1.1349374481134917,fg
2001,Forward,pct,0.46975,fg
2001,Forward-Center,pct,0.451,fg
2001,Forward-Guard,pct,0.374,fg
2001,Guard,pct,0.4096666666666667,fg
2001,Guard-Forward,pct,0.436,fg
2001,Unknown,pct,0.43,fg
2002,Center,pct,0.43579999999999997,fg
2002,Center-Forward,pct,0.518,fg
2002,Forward,pct,0.42679999999999996,fg
2002,Forward-Center,pct,0.421,fg
2002,Forward-Guard,pct,0.425,fg
2002,Guard,pct,0.398,fg
2002,Guard-Forward,pct,0.43,fg
2002,Unknown,pct,0.384,fg
2003,Center,pct,0.4905,fg
2003,Center-Forward,pct,0.507,fg
2003,Forward,pct,0.4175714285714286,fg
2003,Forward-Center,pct,0.472,fg
2003,Forward-Guard,pct,0.5,fg
2003,Guard,pct,0.387,fg
2004,Center,pct,0.46,fg
2004,Center-Forward,pct,0.46099999999999997,fg
2004,Forward,pct,0.4335,fg
2004,Forward-Center,pct,0.411,fg
2004,Forward-Guard,pct,0.43,fg
2004,Guard,pct,0.40985714285714286,fg
2004,Guard-Forward,pct,0.3995,fg
2004,Unknown,pct,0.411,fg
2005,Center,pct,0.5124,fg
2005,Center-Forward,pct,0.52,fg
2005,Forward,pct,0.44960000000000006,fg
2005,Forward-Center,pct,0.412,fg
2005,Forward-Guard,pct,0.47,fg
2005,Guard,pct,0.413375,fg
2005,Guard-Forward,pct,0.484,fg
2006,Center,pct,0.533,fg
2006,Center-Forward,pct,0.409,fg
2006,Forward,pct,0.479,fg
2006,Forward-Center,pct,0.477,fg
2006,Forward-Guard,pct,0.41000000000000003,fg
2006,Guard,pct,0.41544444444444445,fg
2006,Guard-Forward,pct,0.4,fg
2007,Center-Forward,pct,0.46166666666666667,fg
2007,Forward,pct,0.4795555555555555,fg
2007,Forward-Center,pct,0.544,fg
2007,Forward-Guard,pct,0.422,fg
2007,Guard,pct,0.41566666666666663,fg
2008,Center,pct,0.505,fg
2008,Center-Forward,pct,0.499,fg
2008,Forward,pct,0.46385714285714286,fg
2008,Forward-Center,pct,0.5246666666666667,fg
2008,Guard,pct,0.4084,fg
2008,Guard-Forward,pct,0.374,fg
2009,Center,pct,0.5606666666666666,fg
2009,Center-Forward,pct,0.494,fg
2009,Forward,pct,0.44125000000000003,fg
2009,Forward-Center,pct,0.486,fg
2009,Guard,pct,0.43814285714285717,fg
2009,Guard-Forward,pct,0.4345,fg
2009,Unknown,pct,0.462,fg
2010,Center,pct,0.588,fg
2010,Center-Forward,pct,0.556,fg
2010,Forward,pct,0.46025,fg
2010,Forward-Center,pct,0.493,fg
2010,Forward-Guard,pct,0.451,fg
2010,Guard,pct,0.43492857142857144,fg
2010,Guard-Forward,pct,0.45,fg
2011,Center,pct,0.43,fg
2011,Center-Forward,pct,0.5065,fg
2011,Forward,pct,0.4665,fg
2011,Forward-Center,pct,0.4776666666666667,fg
2011,Forward-Guard,pct,0.4015,fg
2011,Guard,pct,0.4165,fg
2011,Guard-Forward,pct,0.46099999999999997,fg
2012,Center,pct,0.48,fg
2012,Center-Forward,pct,0.439,fg
2012,Forward,pct,0.4555,fg
2012,Guard,pct,0.41275,fg
2013,Center-Forward,pct,0.513,fg
2013,Forward,pct,0.45785714285714285,fg
2013,Forward-Center,pct,0.4996666666666667,fg
2013,Forward-Guard,pct,0.461,fg
2013,Guard,pct,0.39425,fg
2014,Forward,pct,0.39766666666666667,fg
2014,Forward-Center,pct,0.446,fg
2014,Guard,pct,0.4105,fg
2014,Guard-Forward,pct,0.4565,fg
2015,Center,pct,0.446,fg
2015,Forward,pct,0.43275,fg
2015,Forward-Guard,pct,0.348,fg
2015,Guard,pct,0.3895,fg
2015,Guard-Forward,pct,0.396,fg
2016,Center,pct,0.563,fg
2016,Center-Forward,pct,0.516,fg
2016,Forward,pct,0.46125,fg
2016,Forward-Center,pct,0.4916666666666667,fg
2016,Forward-Guard,pct,0.40900000000000003,fg
2016,Guard,pct,0.37066666666666664,fg
2016,Guard-Forward,pct,0.399,fg
2017,Center,pct,0.529,fg
2017,Forward,pct,0.4163333333333334,fg
2017,Forward-Center,pct,0.465,fg
2017,Guard,pct,0.41650000000000004,fg
2017,Guard-Forward,pct,0.44566666666666666,fg
2018,Center,pct,0.589,fg
2018,Center-Forward,pct,0.512,fg
2018,Forward,pct,0.47557142857142853,fg
2018,Forward-Center,pct,0.505,fg
2018,Forward-Guard,pct,0.473,fg
2018,Guard,pct,0.4022727272727273,fg
2018,Guard-Forward,pct,0.40800000000000003,fg
2019,Center,pct,0.5329999999999999,fg
2019,Center-Forward,pct,0.5894999999999999,fg
2019,Forward,pct,0.4483333333333333,fg
2019,Forward-Center,pct,0.4605,fg
2019,Forward-Guard,pct,0.4263333333333333,fg
2019,Guard,pct,0.4120909090909091,fg
2019,Guard-Forward,pct,0.394,fg
2020,Center-Forward,pct,0.5695,fg
2020,Forward,pct,0.4668571428571428,fg
2020,Forward-Center,pct,0.701,fg
2020,Forward-Guard,pct,0.4065,fg
2020,Guard,pct,0.4001666666666666,fg
2020,Guard-Forward,pct,0.41459999999999997,fg
2021,Forward,pct,0.44225000000000003,fg
2021,Forward-Center,pct,0.5593333333333333,fg
2021,Forward-Guard,pct,0.42,fg
2021,Guard,pct,0.42236363636363633,fg
2021,Guard-Forward,pct,0.42100000000000004,fg
2022,Center,pct,0.5702499999999999,fg
2022,Forward,pct,0.46175,fg
2022,Forward-Center,pct,0.496,fg
2022,Forward-Guard,pct,0.492,fg
2022,Guard,pct,0.410375,fg
2023,Center,pct,0.6683333333333333,fg
2023,Forward,pct,0.43025,fg
2023,Guard,pct,0.400875,fg
2023,Guard-Forward,pct,0.4653333333333333,fg
2024,Center,pct,0.747,fg
2024,Forward,pct,0.4565,fg
2024,Forward-Center,pct,0.5015000000000001,fg
2024,Guard,pct,0.4406666666666667,fg
2024,Guard-Forward,pct,0.45133333333333336,fg
2025,Center,pct,0.5092857142857142,fg
2025,Forward,pct,0.4649,fg
2025,Guard,pct,0.41600000000000004,fg
2025,Guard-Forward,pct,0.43,fg
2026,C,pct,0.5335,fg
2026,F,pct,0.443875,fg
2026,F-C,pct,0.3338,fg
2026,F-G,pct,0.48233333333333334,fg
2026,G,pct,0.38,fg
2026,G-F,pct,0.43466666666666665,fg
2026,Unknown,pct,0.35568421052631577,fg
2001,Forward,attempts,0.5993651066664483,3p
2001,Forward-Center,attempts,0.05,3p
2001,Forward-Guard,attempts,1.6282051282051282,3p
2001,Guard,attempts,1.4563514240768338,3p
2001,Guard-Forward,attempts,4.439024390243903,3p
2001,Unknown,attempts,0.5416666666666666,3p
2002,Center,attempts,0.01471861471861472,3p
2002,Center-Forward,attempts,0.06097560975609756,3p
2002,Forward,attempts,1.7166689243297533,3p
2002,Forward-Center,attempts,0.10975609756097561,3p
2002,Forward-Guard,attempts,2.1153846153846154,3p
2002,Guard,attempts,2.1167613636363636,3p
2002,Guard-Forward,attempts,1.6883116883116882,3p
2002,Unknown,attempts,1.1470588235294117,3p
2003,Center,attempts,0.022399203583872575,3p
2003,Center-Forward,attempts,0.01875,3p
2003,Forward,attempts,1.0971136544381097,3p
2003,Forward-Center,attempts,0.12195121951219512,3p
2003,Forward-Guard,attempts,0.16981132075471697,3p
2003,Guard,attempts,2.4300659450043547,3p
2004,Center,attempts,0.024390243902439025,3p
2004,Center-Forward,attempts,0.2424812030075188,3p
2004,Forward,attempts,1.3307537432408936,3p
2004,Forward-Center,attempts,0.6530612244897959,3p
2004,Forward-Guard,attempts,0.9850746268656716,3p
2004,Guard,attempts,2.001705560478684,3p
2004,Guard-Forward,attempts,1.7238598924917634,3p
2004,Unknown,attempts,0.6530612244897959,3p
2005,Center,attempts,0.028026588444839767,3p
2005,Center-Forward,attempts,0.024390243902439025,3p
2005,Forward,attempts,0.5035865747078128,3p
2005,Forward-Center,attempts,0.06521739130434782,3p
2005,Forward-Guard,attempts,0.7,3p
2005,Guard,attempts,2.176127826720447,3p
2005,Guard-Forward,attempts,1.0671523598352866,3p
2006,Center,attempts,0.036585365853658534,3p
2006,Center-Forward,attempts,0.21739130434782608,3p
2006,Forward,attempts,0.9095804736395801,3p
2006,Forward-Center,attempts,0.13846153846153847,3p
2006,Forward-Guard,attempts,0.7884615384615384,3p
2006,Guard,attempts,2.4775351849442253,3p
2006,Guard-Forward,attempts,2.044776119402985,3p
2007,Center-Forward,attempts,1.401401890290779,3p
2007,Forward,attempts,0.6950955959282799,3p
2007,Forward-Center,attempts,0.0,3p
2007,Forward-Guard,attempts,1.8333333333333333,3p
2007,Guard,attempts,1.425379167047111,3p
2008,Center,attempts,0.01639344262295082,3p
2008,Center-Forward,attempts,0.06172839506172839,3p
2008,Forward,attempts,0.9593863803410179,3p
2008,Forward-Center,attempts,0.0045045045045045045,3p
2008,Guard,attempts,1.5476044588606148,3p
2008,Guard-Forward,attempts,0.45569620253164556,3p
2009,Center,attempts,0.013685636856368566,3p
2009,Center-Forward,attempts,0.0,3p
2009,Forward,attempts,0.9846831602287315,3p
2009,Forward-Center,attempts,0.14446489987637803,3p
2009,Guard,attempts,3.034005966932796,3p
2009,Guard-Forward,attempts,2.4566244725738393,3p
2009,Unknown,attempts,0.06349206349206349,3p
2010,Center,attempts,0.0,3p
2010,Center-Forward,attempts,0.024390243902439025,3p
2010,Forward,attempts,1.0459083802688678,3p
2010,Forward-Center,attempts,0.0425531914893617,3p
2010,Forward-Guard,attempts,0.7,3p
2010,Guard,attempts,2.254686790687064,3p
2010,Guard-Forward,attempts,1.925838240906734,3p
2011,Center,attempts,0.2222222222222222,3p
2011,Center-Forward,attempts,0.0,3p
2011,Forward,attempts,0.6345981179314513,3p
2011,Forward-Center,attempts,0.004166666666666667,3p
2011,Forward-Guard,attempts,2.052798134576949,3p
2011,Guard,attempts,1.5493827160493827,3p
2011,Guard-Forward,attempts,1.6174171357098186,3p
2012,Center,attempts,0.007575757575757576,3p
2012,Center-Forward,attempts,0.03333333333333333,3p
2012,Forward,attempts,1.5181393746360854,3p
2012,Guard,attempts,2.5578001016021736,3p
2013,Center-Forward,attempts,0.017543859649122806,3p
2013,Forward,attempts,0.7896029774519101,3p
2013,Forward-Center,attempts,0.08238244243679027,3p
2013,Forward-Guard,attempts,1.5394736842105263,3p
2013,Guard,attempts,2.3857607371009806,3p
2014,Forward,attempts,1.6528259875717504,3p
2014,Forward-Center,attempts,0.820383275261324,3p
2014,Guard,attempts,2.549677019798072,3p
2014,Guard-Forward,attempts,2.3723765432098767,3p
2015,Center,attempts,0.03225806451612903,3p
2015,Forward,attempts,1.1857088414634145,3p
2015,Forward-Guard,attempts,0.3333333333333333,3p
2015,Guard,attempts,2.123693169619341,3p
2015,Guard-Forward,attempts,2.4193548387096775,3p
2016,Center,attempts,0.030303030303030304,3p
2016,Center-Forward,attempts,0.47323720407015396,3p
2016,Forward,attempts,0.8438822123831612,3p
2016,Forward-Center,attempts,1.9648227287116178,3p
2016,Forward-Guard,attempts,2.0587173302970077,3p
2016,Guard,attempts,2.293675975332322,3p
2016,Guard-Forward,attempts,4.426229508196721,3p
2017,Center,attempts,0.07894736842105263,3p
2017,Forward,attempts,2.4495986415560362,3p
2017,Forward-Center,attempts,1.1678776064740977,3p
2017,Guard,attempts,2.68329903276177,3p
2017,Guard-Forward,attempts,1.5083220872694556,3p
2018,Center,attempts,0.20833333333333334,3p
2018,Center-Forward,attempts,0.10144927536231885,3p
2018,Forward,attempts,1.6676920559195971,3p
2018,Forward-Center,attempts,3.2660969793322736,3p
2018,Forward-Guard,attempts,2.843581081081081,3p
2018,Guard,attempts,3.3959318657441786,3p
2018,Guard-Forward,attempts,2.133549988301484,3p
2019,Center,attempts,0.7728498651483368,3p
2019,Center-Forward,attempts,0.36363636363636365,3p
2019,Forward,attempts,2.418275900736552,3p
2019,Forward-Center,attempts,2.1194867682437852,3p
2019,Forward-Guard,attempts,3.588606187662792,3p
2019,Guard,attempts,2.815592705147757,3p
2019,Guard-Forward,attempts,2.974886053300687,3p
2020,Center-Forward,attempts,0.4201388888888889,3p
2020,Forward,attempts,2.086554842879312,3p
2020,Forward-Center,attempts,0.0,3p
2020,Forward-Guard,attempts,3.47069136562671,3p
2020,Guard,attempts,4.395049697907408,3p
2020,Guard-Forward,attempts,2.236805845435271,3p
2021,Forward,attempts,2.764371714155903,3p
2021,Forward-Center,attempts,0.797077497665733,3p
2021,Forward-Guard,attempts,3.1940298507462686,3p
2021,Guard,attempts,3.5912564105631546,3p
2021,Guard-Forward,attempts,4.459627329192546,3p
2022,Center,attempts,0.7942708333333333,3p
2022,Forward,attempts,2.958707768122843,3p
2022,Forward-Center,attempts,1.2682926829268293,3p
2022,Forward-Guard,attempts,2.608108108108108,3p
2022,Guard,attempts,3.599101811322156,3p
2023,Center,attempts,0.02346376226973242,3p
2023,Forward,attempts,3.310694347998217,3p
2023,Guard,attempts,2.667578419816954,3p
2023,Guard-Forward,attempts,3.404786324786325,3p
2024,Center,attempts,0.03636363636363636,3p
2024,Forward,attempts,2.5635176919225278,3p
2024,Forward-Center,attempts,3.4920391916717697,3p
2024,Guard,attempts,3.1954500688533782,3p
2024,Guard-Forward,attempts,1.576378221539512,3p
2025,Center,attempts,2.2391868939805932,3p
2025,Forward,attempts,3.270254092355811,3p
2025,Guard,attempts,3.2557542456338084,3p
2025,Guard-Forward,attempts,1.2340425531914894,3p
2026,C,attempts,0.37120445344129555,3p
2026,F,attempts,0.9945478519094672,3p
2026,F-C,attempts,1.18651350598719,3p
2026,F-G,attempts,2.989355742296919,3p
